,time,Electrode 1,Electrode 2,Electrode 3,Electrode 4,Electrode 5,Electrode 6,Electrode 7,Electrode 8
0,0.003987000181041367,131654.90625,106969.4609375,121085.3984375,129305.7421875,137703.734375,140643.703125,106694.625,123695.546875
1,0.007986200364939577,131653.75,106971.7890625,121088.2578125,129308.0703125,137714.109375,140653.640625,106710.453125,123705.1953125
2,0.011986400321802648,131653.484375,106973.7578125,121091.1171875,129312.4453125,137722.15625,140658.546875,106714.7421875,123718.7890625
3,0.01598650027790427,131659.015625,106981.1796875,121098.8046875,129323.53125,137735.125,140665.875,106726.8125,123744.5390625
4,0.01998670023658633,131651.25,106974.828125,121091.8359375,129319.2421875,137732.4375,140655.78125,106720.9140625,123744.2734375
5,0.02398680019268795,131643.46875,106970.359375,121087.9921875,129320.1328125,137733.953125,140653.90625,106720.46875,123747.7578125
6,0.027987000149551022,131635.859375,106968.2109375,121087.09375,129322.8203125,137740.578125,140661.6875,106728.15625,123762.0625
7,0.03198710010747163,131629.875,106965.890625,121084.6796875,129326.84375,137744.234375,140663.640625,106732.359375,123778.0625
8,0.035986300289550854,131622.015625,106961.0625,121080.2109375,129330.2421875,137746.75,140673.65625,106741.4765625,123784.0546875
9,0.039986500246413925,131612.53125,106952.921875,121072.0703125,129316.828125,137744.234375,140676.96875,106748.625,123783.4296875
10,0.043986700203276996,131611.1875,106945.4140625,121069.390625,129318.171875,137737.53125,140655.25,106728.515625,123787.6328125
11,0.047987000160901516,131611.640625,106937.546875,121067.0703125,129319.78125,137732.703125,140648.265625,106725.921875,123790.2265625
12,0.05198710011882213,131613.25,106937.8125,121068.3203125,129320.1328125,137732.96875,140655.0625,106734.859375,123787.6328125
13,0.05598630030090135,131617.09375,106943.984375,121071.5390625,129309.9453125,137733.25,140660.515625,106738.078125,123778.2421875
14,0.05998650025776442,131624.78125,106951.2265625,121076.3671875,129315.1328125,137732.96875,140661.765625,106740.1328125,123770.6484375
15,0.06398660021568503,131628.359375,106948.453125,121073.5078125,129311.734375,137719.75,140650.234375,106717.421875,123752.9453125
16,0.0679868001725481,131626.84375,106945.3203125,121068.046875,129303.8671875,137708.125,140639.234375,106713.1328125,123740.421875
17,0.07198690012864972,131630.5,106949.4375,121070.2890625,129303.8671875,137706.0625,140644.421875,106716.265625,123740.25
18,0.07598700008657033,131635.515625,106951.671875,121073.5078125,129305.1171875,137702.671875,140636.28125,106707.59375,123734.1640625
19,0.0799872000434334,131639.890625,106954.8046875,121077.703125,129308.2421875,137702.671875,140636.46875,106709.46875,123728.1796875
20,0.08398630022657017,131645.4375,106962.3984375,121085.484375,129311.1953125,137708.296875,140649.96875,106715.3671875,123731.0390625
21,0.08798640018267179,131652.40625,106965.9765625,121090.578125,129315.84375,137708.03125,140641.03125,106710.2734375,123726.8359375
22,0.0919865001405924,131654.28125,106964.1875,121089.7734375,129313.7890625,137701.953125,140626.359375,106696.0546875,123710.4765625
23,0.09598660009669402,131653.921875,106958.734375,121085.9296875,129308.9609375,137696.140625,140613.84375,106686.046875,123701.890625
24,0.09998670005461463,131659.296875,106962.21875,121090.671875,129317.0078125,137702.046875,140618.5,106693.9140625,123708.953125
25,0.10398680001253524,131667.0625,106970.0,121099.25,129324.515625,137710.09375,140626.546875,106701.78125,123717.625
26,0.10798699996939831,131668.234375,106970.890625,121100.953125,129321.5703125,137712.5,140630.125,106705.0859375,123723.53125
27,0.11198620015147753,131662.6875,106965.9765625,121096.75,129321.7421875,137708.921875,140626.625,106700.171875,123721.7421875
28,0.11598630010757915,131657.0625,106963.828125,121092.4609375,129317.6328125,137706.25,140624.046875,106694.8046875,123714.140625
29,0.11998640006549977,131655.0,106965.7109375,121093.7109375,129323.265625,137713.21875,140630.828125,106704.015625,123726.296875
30,0.12398650002342038,131655.171875,106971.1640625,121097.109375,129332.65625,137721.0,140636.5625,106707.0546875,123738.9921875
31,0.12778631664241402,131646.234375,106963.7421875,121088.5234375,129316.7421875,137717.859375,140632.53125,106701.9609375,123736.3125
32,0.13178641682588932,131637.296875,106957.9296875,121082.890625,129317.8984375,137719.921875,140636.203125,106704.1015625,123740.875
33,0.13578671678169485,131630.234375,106955.15625,121078.5078125,129317.1875,137723.3125,140646.484375,106717.25,123740.6015625
34,0.13978611696529697,131621.734375,106950.1484375,121072.7890625,129314.5,137721.984375,140639.78125,106717.78125,123748.5625
35,0.1437862169213986,131617.890625,106947.6484375,121070.375,129313.7890625,137723.5,140641.75,106713.8515625,123758.3046875
36,0.14778641687826166,131618.078125,106946.0390625,121069.390625,129315.3984375,137725.734375,140644.0625,106717.0703125,123766.265625
37,0.15178661683694372,131615.03125,106940.2265625,121065.8125,129313.34375,137721.0,140635.75,106714.4765625,123759.46875
38,0.15578691679274925,131613.0625,106938.9765625,121065.0078125,129310.5703125,137717.6875,140641.828125,106714.296875,123747.21875
39,0.159786016975886,131606.09375,106932.359375,121059.203125,129305.3828125,137711.421875,140641.75,106717.0703125,123739.890625
40,0.16378611693198764,131603.328125,106926.1015625,121055.53125,129305.296875,137702.40625,140632.796875,106701.2421875,123736.578125
41,0.1677863168906697,131601.71875,106925.65625,121055.4453125,129305.3828125,137697.578125,140630.75,106700.53125,123734.34375
42,0.17178651684753277,131604.9375,106932.0,121057.140625,129297.9609375,137694.53125,140632.265625,106696.6796875,123733.359375
43,0.1757866168036344,131604.578125,106931.9140625,121053.1171875,129295.640625,137684.34375,140618.9375,106687.3828125,123723.4375
44,0.179786716761555,131613.25,106939.6875,121056.9609375,129294.65625,137682.109375,140618.765625,106684.1640625,123717.0
45,0.1837868167194756,131626.5625,106948.453125,121065.640625,129298.6796875,137686.125,140624.3125,106686.4921875,123717.1796875
46,0.18778691667557723,131631.484375,106950.6875,121067.875,129299.125,137685.40625,140628.875,106685.1484375,123709.046875
47,0.191786016858714,131642.578125,106960.8828125,121076.8984375,129311.1953125,137690.59375,140636.109375,106687.0234375,123706.453125
