,time,Electrode 1,Electrode 2,Electrode 3,Electrode 4,Electrode 5,Electrode 6,Electrode 7,Electrode 8
0,0.003975402434662101,167540.734375,132164.890625,152252.046875,134038.046875,152252.40625,149667.5625,685891.9375,147598.046875
1,0.007975602391525172,167531.15625,132159.078125,152247.84375,134033.765625,152251.0625,149669.609375,685998.875,147600.828125
2,0.011975702348536288,167535.8125,132169.09375,152254.375,134041.359375,152258.125,149683.109375,686103.75,147599.578125
3,0.015975902306308853,167561.015625,132207.359375,152282.359375,134068.265625,152292.09375,149721.921875,686146.75,147631.3125
4,0.01997600226331997,167563.171875,132210.3125,152285.03125,134065.046875,152298.625,149729.6875,686122.9375,147632.03125
5,0.02397620222018304,167559.6875,132202.890625,152277.96875,134050.84375,152289.6875,149719.953125,686038.5625,147610.75
6,0.02797540240226226,167565.40625,132208.15625,152281.09375,134047.359375,152294.875,149719.6875,685970.875,147617.359375
7,0.03197550236018287,167567.28125,132211.109375,152285.03125,134053.34375,152299.609375,149724.59375,685947.625,147616.828125
8,0.03597560231719399,167552.890625,132203.6875,152278.78125,134046.71875,152298.09375,149731.21875,685919.8125,147612.984375
9,0.039975702274205105,167540.640625,132183.65625,152260.8125,134026.96875,152276.546875,149694.921875,686008.9375,147601.09375
10,0.043976202231533534,167546.1875,132180.359375,152257.59375,134024.375,152269.921875,149683.296875,686023.25,147596.4375
11,0.047975402413612755,167555.5625,132188.9375,152265.90625,134034.03125,152277.25,149693.9375,685965.9375,147594.203125
12,0.05197550237062387,167560.671875,132197.796875,152272.421875,134039.390625,152282.359375,149700.453125,685940.125,147590.1875
13,0.05597570232839644,167578.015625,132217.90625,152292.90625,134062.546875,152303.8125,149716.8125,685935.5625,147612.171875
14,0.05997590228525951,167582.5625,132223.890625,152297.015625,134062.640625,152310.0625,149721.015625,685901.125,147615.75
15,0.06397600224227062,167587.21875,132219.34375,152294.25,134057.09375,152303.984375,149711.71875,685939.1875,147594.921875
16,0.06797530264975649,167571.296875,132196.1875,152274.75,134038.40625,152284.5,149678.109375,686047.5625,147583.125
17,0.0719754026067676,167576.3125,132199.046875,152278.6875,134045.46875,152291.921875,149684.09375,686077.8125,147594.390625
18,0.07597560256454017,167596.0625,132227.03125,152301.3125,134071.140625,152319.1875,149718.703125,686105.4375,147622.28125
19,0.07997570252155128,167584.53125,132224.609375,152296.03125,134064.078125,152315.171875,149718.25,686027.9375,147617.640625
20,0.0839758024785624,167576.40625,132214.0625,152286.5625,134063.171875,152304.53125,149705.640625,685932.0,147612.359375
21,0.08797600243542547,167581.671875,132220.765625,152290.125,134068.265625,152310.875,149714.046875,685910.5,147624.15625
22,0.09197610239243659,167557.890625,132190.8125,152270.1875,134050.03125,152295.40625,149701.265625,686014.875,147616.203125
23,0.0959762023503572,167541.625,132169.984375,152254.71875,134037.421875,152280.65625,149680.515625,686036.9375,147605.828125
24,0.09997530253258446,167545.375,132175.171875,152256.328125,134037.15625,152283.609375,149681.5,686016.75,147611.015625
25,0.10397540248959558,167547.25,132177.671875,152254.015625,134032.59375,152280.296875,149681.234375,685976.0625,147596.53125
26,0.10797560244645865,167552.4375,132184.109375,152259.46875,134036.890625,152286.828125,149689.109375,685929.125,147602.796875
27,0.11197570240346977,167561.46875,132192.15625,152269.125,134043.6875,152296.390625,149701.078125,685919.4375,147613.609375
28,0.11597590236124233,167553.953125,132188.484375,152262.6875,134031.609375,152290.40625,149700.546875,685910.1875,147597.15625
29,0.11997600231825345,167552.171875,132191.265625,152263.3125,134033.21875,152292.640625,149702.0625,685896.6875,147602.25
30,0.12397620227511652,167548.5,132186.25,152255.078125,134023.484375,152282.984375,149696.703125,685993.5,147586.4375
31,0.12800124134355428,167553.0625,132191.625,152264.5625,134032.515625,152291.921875,149705.640625,686028.1875,147595.546875
32,0.13200054175104015,167563.96875,132201.09375,152275.640625,134041.984375,152298.796875,149714.40625,686005.625,147601.546875
